대피시설명,지번주소,도로명주소,대피시설 인원수,경도,위도
한국컨벤션웨딩홀,서울특별시 구로구 개봉동 166-2,서울특별시 구로구 경인로 314,1821,126.855224,37.496823
건영아파트,서울특별시 구로구 개봉동 47-1,서울특별시 구로구 고척로21나길 85-6,920,126.840792,37.50134
창동아파트,서울특별시 구로구 개봉동 20-1,서울특별시 구로구 고척로21나길 48-80,1680,126.842359,37.504006
개봉2동주민센터,서울특별시 구로구 개봉동 261-6,서울특별시 구로구 개봉로16가길 17,172,126.856533,37.490828
중소기업은행,서울특별시 구로구 개봉동 403-45,서울특별시 구로구 개봉로 60,400,126.856271,37.491113
동인아파트,서울특별시 구로구 개봉동 335-1,서울특별시 구로구 서해안로34가길 22,720,126.849081,37.493872
상우아파트,서울특별시 구로구 개봉동 473,서울특별시 구로구 남부순환로97길 50,2180,126.86051,37.493709
두산아파트,서울특별시 구로구 개봉동 472,서울특별시 구로구 남부순환로95길 88,16244,126.851731,37.495325
삼호아파트,서울특별시 구로구 개봉동 471,서울특별시 구로구 남부순환로95길 16,4264,126.857308,37.494568
삼환아파트,서울특별시 구로구 개봉동 470,서울특별시 구로구 남부순환로95길 54,15040,126.854711,37.495035
진로아파트,서울특별시 구로구 개봉동 479,서울특별시 구로구 개봉로 15길 84-15,1692,126.850857,37.490481
새솔금호아파트,서울특별시 구로구 구로동 108번지 2호,서울특별시 구로구 공원로 35,9850,126.890521,37.500162
신안타워,서울특별시 구로구 구로동 100번지 8호,서울특별시 구로구 구로중앙로 68,4492,126.888807,37.49586
롯데아파트,서울특별시 구로구 구로동 1263번지,서울특별시 구로구 새말로 31,63888,126.884825,37.504381
신도림태영타운아파트,서울특별시 구로구 구로동 1267번지,서울특별시 구로구 새말로 93,95832,126.889103,37.506234
일신건영아파트,서울특별시 구로구 구로동 1261번지,서울특별시 구로구 새말로9길 22,4791,126.885745,37.503619
효성아파트,서울특별시 구로구 구로동 110번지 10호,서울특별시 구로구 구로중앙로28다길 24,5190,126.888719,37.501562
LG자이아아파트,서울특별시 구로구 구로동 42번지,서울특별시 구로구 새말로18길 64,11180,126.89191,37.503648
거성아파트1차,서울특별시 구로구 개봉동 60-101,서울특별시 구로구 고척로 85,1472,126.843823,37.501074
거성아파트2차,서울특별시 구로구 개봉동 60-82,서울특별시 구로구 고척로 82,10064,126.843106,37.499804
우성아파트,서울특별시 구로구 개봉동 469,서울특별시 구로구 고척로19길 69-6,1696,126.843678,37.504521
동도센트리움,서울특별시 구로구 개봉동 70-12,서울특별시 구로구 고척로22길 84,4216,126.846809,37.498145
대림프라자,서울특별시 구로구 개봉동 156-5,서울특별시 구로구 경인로 319,800,126.855611,37.497577
더이스턴하우스,서울특별시 구로구 개봉동 143-1,서울특별시 구로구 경인로 297,1172,126.853534,37.497942
한마을아파트,서울특별시 구로구 개봉동 476,서울특별시 구로구 경인로 382,261876,126.863082,37.496373
고운아파트,서울특별시 구로구 개봉동 484,서울특별시 구로구 경인로 271,4158,126.850907,37.499034
동부덕고개아파트,서울특별시 구로구 오류동 336,서울특별시 구로구 경인로 248-14,2680,126.847879,37.49756
한신플러스타운,서울특별시 구로구 오류동 341,서울특별시 구로구 고척로 52,15600,126.840471,37.498568
삼천리아파트,서울특별시 구로구 오류동 340,서울특별시 구로구 경인로8길75,19520,126.839573,37.49287
오류2동주민센터,서울특별시 구로구 오류동 172-76,서울특별시 구로구 오류로45,80,126.839513,37.488814
그린빌라,서울특별시 구로구 항동 1-5,서울특별시 구로구 연동로287,400,126.823249,37.4873
금강아파트,서울특별시 구로구 오류동 335,서울특별시 구로구 서해안로34가길18,1200,126.848185,37.493791
현대연립,서울특별시 구로구 오류동 156-15,서울특별시 구로구 오류로 62-15,400,126.841347,37.489455
경남아너스빌,서울특별시 구로구 오류동 344,서울특별시 구로구 오류로 65,15360,126.840113,37.490645
금강수목원아파트,서울특별시 구로구 오류동 343,서울특별시 구로구 오리로1197,18136,126.834111,37.488709
영풍마드레빌아파트,서울특별시 구로구 오류동 342,서울특별시 구로구 경인로8길64,30520,126.840292,37.492169
천왕전철역,서울특별시 구로구 오류동 174-5,서울특별시 구로구 오리로 1154지하,7924,126.838713,37.486821
천왕이펜하우스1단지,서울특별시 구로구 천왕동 27,서울특별시 구로구 천왕로91,16108,126.837447,37.486689
천왕이펜하우스2단지,서울특별시 구로구 천왕동 27,서울특별시 구로구 천왕로92,28350,126.838088,37.485229
천왕이펜하우스3단지,서울특별시 구로구 천왕동27,서울특별시 구로구 천왕로56,57399,126.838915,37.483053
천왕이펜하우스4단지,서울특별시 구로구 천왕동27,서울특별시 구로구 천왕로29,25901,126.838595,37.480802
천왕이펜하우스5단지,서울특별시 구로구 천왕동27,서울특별시 구로구 천왕로10,23717,126.842163,37.480727
천왕이펜하우스6단지,서울특별시 구로구 천왕동27,서울특별시 구로구 천왕로9,32315,126.842258,37.479021
서서울생활과학고,서울특별시 구로구 궁동 35,서울특별시 구로구 오리로 1355-10,3020,126.82826,37.503829
예림디자인고등학교,서울특별시 구로구 궁동 110-1,서울특별시 구로구 오리로21길 2,3100,126.827683,37.500355
우신고등학교,서울특별시 구로구 궁동 230-9,서울특별시 구로구 부일로917,741,126.826354,37.494902
정진학교,서울특별시 구로구 궁동 242,서울특별시 구로구 부일로9길 158,447,126.820752,37.498814
수궁동주민센터,서울특별시 구로구 궁동 213,서울특별시 구로구 오리로15길 32,140,126.831454,37.493865
서울공연예술고등학교,서울특별시 구로구 궁동 147-1,서울특별시 구로구 오리로22나길 16-26,364,126.832609,37.499931
온수전철역,서울특별시 구로구 온수동 51,서울특별시 구로구 부일로 64,9873,126.491692,37.292882
기독교한국침례회 연세중앙교회,서울특별시 구로구 궁동 189,서울특별시 구로구 부일로 977,21886,126.835258,37.49513
동선아파트,서울특별시 구로구 오류동 345,서울특별시 구로구 경인로 158,3719,126.839509,37.493652
미성빌딩,서울특별시 구로구 구로동83,서울특별시 구로구 가마산로242,2638,126.887653,37.494317
서울중앙기계부품,서울특별시 구로구 구로동1258,서울특별시 구로구 경인로53길 15,200352,126.876118,37.502031
월드아파트,서울특별시 구로구 구로동1262,서울특별시 구로구 구로중앙로229,4007,126.875539,37.505317
우리유앤미아파트,서울특별시 구로구 구로동1277,서울특별시 구로구 구로동로 43길 10,6732,126.881809,37.496707
구로역중앙하이츠아파트,서울특별시 구로구 구로동1269,서울특별시 구로구 구로동로47길 24,4652,126.880477,37.499463
뉴홍현솔레디움아파트,서울특별시 구로구 구로동1270,서울특별시 구로구 구로동로42길 77,3109,126.883538,37.498857
스위트팰리스,서울특별시 구로구 구로동474-20,서울특별시 구로구 구로동로47길 24-22,893,126.881326,37.499112
대륭포스트타워1차,서울특별시 구로구 구로동182-4,서울특별시 구로구 디지털로34길 27,288,126.898223,37.485442
구로동금호아파트,서울특별시 구로구 구로동 49번지,서울특별시 구로구 공원로 26,7359,126.892111,37.499903
하늘공원 주차장,서울특별시 구로구 가리봉동 1-11,서울특별시 구로구 벚꽃로 370,8062,126.88081,37.487238
솔보프라자(항동주민센터),서울특별시 구로구 항동 119-6,서울특별시 구로구 서해안로 2102,1612,126.823411,37.480152
하버라인2단지,서울특별시 구로구 항동 22-9,서울특별시 구로구 연동로 234,47108,126.821973,37.481734
하버라인3단지,서울특별시 구로구 항동 171-4,서울특별시 구로구 항동로 43,279840,126.824699,37.47888
하버라인4단지,서울특별시 구로구 항동 84,서울특별시 구로구 항동로 72,27785,126.826623,37.481241
하버라인8단지,서울특별시 구로구 항동 218,서울특별시 구로구 서해안로 2036,23097,126.818696,37.475639
하버라인9단지,서울특별시 구로구 항동 136-1,서울특별시 구로구 항동로 68,14322,126.825889,37.480322
하버라인10단지,서울특별시 구로구 항동 135-58,서울특별시 구로구 항동 135-58,15403,126.493282,
하버라인11단지,서울특별시 구로구 항동 184,서울특별시 구로구 연동로 191-5,12957,126.822351,37.478061
한양수자인,서울특별시 구로구 항동 153,서울특별시 구로구 항동로 42,47621,126.82513,37.477928
구로우성아파트,서울특별시 구로구 구로동 1058,서울특별시 구로구 구일로8길 31,7059,126.872676,37.495173
구일우성아파트,서울특별시 구로구 구로동 1259,서울특별시 구로구 구일로2길 60,22487,126.877081,37.489758
영화참마음아파트,서울특별시 구로구 구로동 1268,서울특별시 구로구 구일로8길 79,3302,126.874549,37.496742
구로1동주민센터,서울특별시 구로구 구로동 685-213,서울특별시 구로구 구일로4길 57,217,126.875775,37.49304
구로2동주민센터,서울특별시 구로구 구로동704-12,서울특별시 구로구 구로동로141,216,126.883314,37.49132
구로구청,서울특별시 구로구 구로동435,서울특별시 구로구 가마산로245,1604,126.888289,37.495511
구로2동자치회관,서울특별시 구로구 구로동494-20,서울특별시 구로구 구로동로50길 10,192,126.882911,37.499238
구로기계공구상가,서울특별시 구로구 구로동606-1,서울특별시 구로구 구로중앙로197,1602,126.877905,37.503906
고대구로병원,서울특별시 구로구 구로동80,서울특별시 구로구 구로동로148,3206,126.884638,37.491181
대림e-편한세상  3차아파트,서울특별시 구로구 신도림동 691,서울특별시 구로구 신도림로 11,7403,126.878122,37.507275
대림e-편한세상  4차아파트,서울특별시 구로구 신도림동 646,서울특별시 구로구 경인로65길 16-15,40070,126.886545,37.509362
대림e-편한세상 6차아파트,서울특별시 구로구 신도림동 648,서울특별시 구로구 경인로59길 7,4492,126.88264,37.505441
대림e-편한세상  7차아파트,서울특별시 구로구 신도림동 649,서울특별시 구로구 신도림로 56-13,24042,126.882441,37.509077
오라모텔(지하),서울특별시 구로구 가리봉동 125-31,서울특별시 구로구 남부순환로105길 94,268,126.887952,37.480726
가리봉교회(지하),서울특별시 구로구 가리봉동 132-86,서울특별시 구로구 우마2길 34,400,126.889985,37.482255
정성요양병원,서울특별시 구로구 가리봉동 137-21,서울특별시 구로구 남부순환로107길 22,516,126.894455,37.479368
우방아파트,서울특별시 구로구 구로동 642- 46,서울특별시 구로구 구일로 154-17,1170,126.87437,37.497808
