대피시설명,지번주소,도로명주소,대피시설 인원수,경도,위도
서원아파트,,서울특별시 도봉구 마들로684-20,2170.909091,127.047272,37.671361
대우파크빌대피시설,,서울특별시 도봉구 시루봉로2길80,215.7575758,127.032315,37.655316
공공지하인도,,서울특별시 도봉구 방학동709번지,400.7030303,127.043216,37.663314
창3동신창아파트지하,,서울특별시 도봉구 덕릉로62길13,6909.090909,127.041888,37.640857
현대아파트,,서울특별시 도봉구 해등로16길12,1212.121212,127.040699,37.655844
금용아파트,,서울특별시 도봉구 우이천로200,7773.636364,127.035747,37.637753
DMC래미안e편한세상아파트 5단지 지하주차장,서울특별시 서대문구 북가좌동 481번지,서울특별시 서대문구 수색로 100 (북가좌동),1455,126.907817,37.574728
DMC파크뷰자이아파트1단지(단지내 지하주차장 전체),서울특별시 서대문구 남가좌동 385번지,서울특별시 서대문구 가재울미래로 2 (남가좌동 DMC파크뷰자이),20606,126.917856,37.574368
중곡초등학교,서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목로23길 20,3636,127.083439,37.574892
DMC파크뷰자이아파트2단지(단지내 지하주차장 전체),서울특별시 서대문구 남가좌동 385번지,서울특별시 서대문구 가재울미래로 2 (남가좌동 DMC파크뷰자이),8485,126.917856,37.574368
DMC파크뷰자이아파트3단지(단지내 지하주차장 전체),서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이,서울특별시 서대문구 가재울미래로 2 (남가좌동 DMC파크뷰자이),2424,126.917856,37.574368
DMC파크뷰자이아파트4단지(단지내 지하주차장 전체),서울특별시 서대문구 남가좌동 385번지,서울특별시 서대문구 가재울미래로 2 (남가좌동 DMC파크뷰자이),1818,126.917856,37.574368
천연뜨란채 아파트104동 111동 지하주차장,서울특별시 서대문구 천연동 145번지,서울특별시 서대문구 독립문로8길 54 (천연동 천연뜨란채),6061,126.958493,37.568792
동부센트레빌 아파트(전동지하),서울특별시 서대문구 천연동 260번지,서울특별시 서대문구 독립문로14길 74 (천연동),1818,126.959809,37.566381
무악청구3차 아파트(전동지하),서울특별시 서대문구 홍제동 462번지,서울특별시 서대문구 통일로 332 (홍제동 홍제청구3차아파트),2424,126.952519,37.580477
동원베네스트 아파트(전동지하),서울특별시 서대문구 홍은동 463번지,서울특별시 서대문구 홍은중앙로1길 65 (홍은동 동원베네스트아파트),4848,126.944459,37.598483
아현역푸르지오1단지(지하1층~지하5층)주차장,서울특별시 서대문구 북아현동 174번지,서울특별시 서대문구 북아현로1길 50 (북아현동 아현역푸르지오),6667,126.952813,37.55969
용마산역,서울특별시 중랑구 면목동 1316,서울특별시 중랑구 용마산로,11723,127.087087,37.574166
솔원그린타운,서울특별시 중랑구 면목동 172,서울특별시 중랑구 동일로91가길 25,601,127.078739,37.584053
신내쌍용아파트,서울특별시 중랑구 상봉동 484,서울특별시 중랑구 봉화산로 130,24198,127.088468,37.603191
건영2차아파트,서울특별시 중랑구 상봉동 63,서울특별시 중랑구 신내로7나길 24,17705,127.0928,37.601357
중화역,서울특별시 중랑구 중화동 50-3,서울특별시 중랑구 동일로,10823,127.07947,37.60158
SM해그린아파트,서울특별시 중랑구 묵동 390,서울특별시 중랑구 공릉로2나길 32-12,2701,127.079884,37.613345
금호어울림아파트,서울특별시 중랑구 묵동 386,서울특별시 중랑구 공릉로2길 39,7673,127.079935,37.612895
세방아파트,서울특별시 중랑구 묵동 383,서울특별시 중랑구 숙선옹주로9길 25,4435,127.083612,37.615805
구민체육센터,서울특별시 중랑구 묵동 22,서울특별시 중랑구 신내로15길 189,2762,127.087476,37.615172
브라운스톤아파트,서울특별시 중랑구 묵동 387,서울특별시 중랑구 공릉로18길 59,29041,127.081432,37.618666
용마금호어울림아파트,서울특별시 중랑구 면목동 1525,서울특별시 중랑구 용마산로 290,10454,127.091377,37.577737
용마동아아파트,서울특별시 중랑구 면목동 1499,서울특별시 중랑구 용마산로62길 43,723,127.094612,37.578439
면목금호어울림아파트(지하주차장),서울특별시 중랑구 면목동 1528,서울특별시 중랑구 용마산로 271,7555,127.08965,37.577367
태능에셈빌아파트(지하주차장),서울특별시 중랑구 중화동 314,서울특별시 중랑구 동일로129길 35,10464,127.077505,37.599223
묵동자이아파트 1단지,서울특별시 중랑구 묵동 164,서울특별시 중랑구 숙선옹주로 6-9,8001,127.077889,37.614819
묵동자이아파트 2단지,서울특별시 중랑구 묵동 170,서울특별시 중랑구 동일로 932,32316,127.077503,37.613839
공감대아파트,서울특별시 중랑구 묵동 171,서울특별시 중랑구 공릉로 32,5953,127.078347,37.613631
해오름아파트,서울특별시 중랑구 묵동 174,서울특별시 중랑구 공릉로4길 4,1157,127.078166,37.612926
웨딩그룹 위더스,서울특별시 중랑구 묵동 175,서울특별시 중랑구 동일로 922,6346,127.077607,37.612914
서울의료원,서울특별시 중랑구 신내동 316,서울특별시 중랑구 신내로 156,55202,127.099187,37.613036
동원베네스트아파트,서울특별시 중랑구 면목동 1508,서울특별시 중랑구 사가정로41길 59,3441,127.083848,37.584078
두산아파트(1차),서울특별시 중랑구 면목동 1500,서울특별시 중랑구 사가정로41길 9,3386,127.083982,37.581652
두원아파트,서울특별시 중랑구 면목동 1521,서울특별시 중랑구 동일로 483,3930,127.079739,37.573563
건영2차아파트(지하주차장)(신내2동),서울특별시 중랑구 신내동 785,서울특별시 중랑구 신내로7길 20,5139,127.096098,37.601391
신아타운,서울특별시 중랑구 신내동 666,서울특별시 중랑구 봉화산로 194,13638,127.094707,37.606408
신내관상복합청사(지하주차장),서울특별시 중랑구 신내동 665,서울특별시 중랑구 봉화산로 190,3781,127.094147,37.606228
금성초등학교,서울특별시 중랑구 신내동 651,서울특별시 중랑구 신내로21길 55,1067,127.089858,37.615315
성원아파트(면목7동),서울특별시 중랑구 면목동 1515,서울특별시 중랑구 용마산로 278,7493,127.090941,37.57741
면목4동주민센터,서울특별시 중랑구 면목동 378,서울특별시 중랑구 면목로 246,260,127.085608,37.574702
가나안교회(지하주차장),서울특별시 중랑구 중화동 207,서울특별시 중랑구 망우로 239,939,127.078841,37.595209
중화2동주민센터,서울특별시 중랑구 중화동 310,서울특별시 중랑구 봉화산로3길 28,240,127.076152,37.602832
용마금호아파트,서울특별시 중랑구 면목동 494,서울특별시 중랑구 용마산로 348,6587,127.094371,37.583528
제일프라자,서울특별시 중랑구 중화동 307,서울특별시 중랑구 동일로143길 19,5938,127.077603,37.605007
동성12차아파트(모든 동의 지하),서울특별시 중랑구 신내동 397,서울특별시 중랑구 신내로 128,17513,127.097811,37.608939
일신강변아파트(지하주차장),서울특별시 중랑구 면목동 1520,서울특별시 중랑구 중랑천로 14,2915,127.074608,37.586829
동서그랜드맨션,서울특별시 중랑구 면목동 174,서울특별시 중랑구 겸재로 92,849,127.077908,37.58596
진광교회,서울특별시 중랑구 면목동 584,서울특별시 중랑구 사가정로41길 34,949,127.08452,37.582643
현대아파트,서울특별시 중랑구 면목동 1502,서울특별시 중랑구 용마산로 252,9939,127.089222,37.575177
건영1차아파트,서울특별시 중랑구 상봉동 1,서울특별시 중랑구 봉화산로48길 62,8875,127.093677,37.603475
라이프미성아파트,서울특별시 중랑구 면목동 1,서울특별시 중랑구 용마산로94다길 21,524,127.100745,37.588708
국민은행중화지점,서울특별시 중랑구 중화동 301,서울특별시 중랑구 동일로 757,1327,127.07982,37.597959
중화삼익아파트,서울특별시 중랑구 중화동 438,서울특별시 중랑구 중랑역로 124,2644,127.077633,37.604551
신내5단지두산대림아파트(지하주차장),서울특별시 중랑구 묵동 20,서울특별시 중랑구 신내로21길 16,44610,127.086884,37.616801
이안빌딩,서울특별시 중랑구 망우동 563,서울특별시 중랑구 용마산로115길 108,1566,127.094138,37.598036
신세대프라자,서울특별시 중랑구 면목동 100,서울특별시 중랑구 겸재로49길 18,2518,127.090471,37.589818
사가정역,서울특별시 중랑구 면목동 495,서울특별시 중랑구 사가정로,7396,127.088441,37.580796
삼호아파트,서울특별시 중랑구 면목동 1513,서울특별시 중랑구 용마산로 259,2521,127.088408,37.576408
한울네세창아파트,서울특별시 중랑구 망우동 579,서울특별시 중랑구 망우로76길 51,3575,127.106302,37.598445
한일써너스빌리젠시1단지아파트,서울특별시 중랑구 망우동 479,서울특별시 중랑구 용마산로115길 127,6757,127.093669,37.597523
한일써너스빌리젠시2단지아파트,서울특별시 중랑구 망우동 495,서울특별시 중랑구 용마산로115길 109,8400,127.09416,37.597466
면일초등학교,서울특별시 중랑구 망우동 440,서울특별시 중랑구 용마산로100길 13,5096,127.099795,37.592042
데시앙아파트(모든 동의 지하),서울특별시 중랑구 신내동 317,서울특별시 중랑구 용마산로 669,41105,127.098977,37.609769
우남푸르미아아파트(모든 동의 지하),서울특별시 중랑구 신내동 802,서울특별시 중랑구 봉화산로56길 51,6451,127.098853,37.606131
경남아너스빌아파트(모든 동의 지하)(신내1동),서울특별시 중랑구 신내동 804,서울특별시 중랑구 봉화산로56길 112,7805,127.096878,37.604013
벽산아파트(모든 동의 지하),서울특별시 중랑구 신내동 437,서울특별시 중랑구 용마산로125길 50,16648,127.099868,37.602967
대성유니드아파트,서울특별시 중랑구 신내동 803,서울특별시 중랑구 봉화산로56길 140,4184,127.096367,37.602682
석탑아파트(모든 동의 지하),서울특별시 중랑구 신내동 787,서울특별시 중랑구 용마산로125길 92,6280,127.101205,37.60357
영풍마드레빌(모든 동의 지하),서울특별시 중랑구 신내동 801,서울특별시 중랑구 용마산로129가길 41,9937,127.100233,37.60602
중앙하이츠아파트(모든 동의 지하),서울특별시 중랑구 신내동 479,서울특별시 중랑구 봉화산로56길 123,5486,127.098905,37.603551
현대아이파크아파트,서울특별시 중랑구 묵동 385,서울특별시 중랑구 중랑천로 286,25785,127.073481,37.610694
면목두산아파트2차,서울특별시 중랑구 면목동 1510,서울특별시 중랑구 면목로37길 58,10655,127.083603,37.580775
면목두산아파트3차,서울특별시 중랑구 면목동 1511,서울특별시 중랑구 면목로37길 57,8677,127.082983,37.580015
신성미소지움2차아파트,서울특별시 중랑구 면목동 1530,서울특별시 중랑구 용마산로86길 9-14,3390,127.09626,37.586768
건영캐스빌아파트,서울특별시 중랑구 상봉동 499,서울특별시 중랑구 상봉중앙로8길 76,13351,127.091466,37.602705
면목5동공영주차장,서울특별시 중랑구 면목동 162,서울특별시 중랑구 동일로 594,2387,127.080118,37.582983
미영리치타운아파트,서울특별시 중랑구 중화동 207,서울특별시 중랑구 망우로 223-8,1318,127.077621,37.594947
중랑해모로아파트,서울특별시 중랑구 망우동 578,서울특별시 중랑구 양원역로6가길 19,8070,127.109841,37.603291
금호어울림아파트2차,서울특별시 중랑구 망우동 580,서울특별시 중랑구 양원역로 18,7192,127.108648,37.602774
까치공영주차장,서울특별시 중랑구 면목동 570,서울특별시 중랑구 사가정로49길 56,3243,127.086969,37.5835
금호어울림아파트1차,서울특별시 중랑구 망우동 580,서울특별시 중랑구 양원역로 18,26659,127.108648,37.602774
청광플러스원아파트(지하주차장),서울특별시 중랑구 중화동 453,서울특별시 중랑구 동일로136길 15,2984,127.080193,37.602575
면목2동 공영주차장,서울특별시 중랑구 면목동 146,서울특별시 중랑구 겸재로23길 27,1979,127.080891,37.587935
동구햇살아파트(묵2동),서울특별시 중랑구 묵동 388,서울특별시 중랑구 동일로169길 41,7395,127.074178,37.613286
월드메르디앙아파트,서울특별시 중랑구 묵동 392,서울특별시 중랑구 중랑천로 316,7040,127.073339,37.61328
중목초등학교,서울특별시 중랑구 면목동 180,서울특별시 중랑구 동일로 665,2583,127.079339,37.590087
풍림아파트,서울특별시 중랑구 면목동 1514,서울특별시 중랑구 망우로26길 43,4012,127.0722,37.591213
남청파인힐아파트(지하주차장),서울특별시 중랑구 면목동 1526,서울특별시 중랑구 겸재로48길 13,1712,127.090909,37.588302
면목아남리치카운티아파트(지하주차장),서울특별시 중랑구 면목동 1505,서울특별시 중랑구 겸재로29길 27,5176,127.085204,37.58991
면목마젤란21아파트(지하주차장),서울특별시 중랑구 면목동 1531,서울특별시 중랑구 겸재로30길 42,4958,127.084165,37.587156
상봉우정아파트(지하주차장),서울특별시 중랑구 상봉동 496,서울특별시 중랑구 상봉중앙로1다길 21,17992,127.089392,37.599825
동성타워아파트,서울특별시 중랑구 신내동 786,서울특별시 중랑구 봉화산로 221,6299,127.097218,37.608013
신내12단지아파트(지하주차장),서울특별시 중랑구 상봉동 481,서울특별시 중랑구 봉화산로 153,3696,127.09161,37.60582
동부아파트,서울특별시 중랑구 상봉동 495,서울특별시 중랑구 신내로7가길 31,6986,127.093426,37.602074
상봉태영데시앙아파트(지하주차장),서울특별시 중랑구 상봉동 497,서울특별시 중랑구 상봉중앙로8길 104,21446,127.093635,37.602545
한국프라우드아파트,서울특별시 중랑구 상봉동 74,서울특별시 중랑구 망우로55길 32,1974,127.093881,37.59886
봉화산역,서울특별시 중랑구 신내동 643,서울특별시 중랑구 신내로 232,11877,127.095441,37.615871
예성그린캐슬아파트,서울특별시 중랑구 망우동 577,서울특별시 중랑구 용마산로112가길 34,4951,127.101899,37.597145
신원아파트,서울특별시 중랑구 망우동 573,서울특별시 중랑구 망우로 504-7,2003,127.108779,37.600219
새한아파트(모든 동의 지하),서울특별시 중랑구 신내동 795,서울특별시 중랑구 용마산로 616,18724,127.101226,37.604933
금란교회,서울특별시 중랑구 망우동 340,서울특별시 중랑구 망우로 455,18184,127.102704,37.600718
동구햇살아파트(중화2동),서울특별시 중랑구 중화동 452,서울특별시 중랑구 중랑역로 72,2669,127.078481,37.599859
대원칸타빌아파트,서울특별시 중랑구 면목동 581,서울특별시 중랑구 용마산로 285,14082,127.089908,37.5776
한일써너스빌,서울특별시 중랑구 상봉동 81,서울특별시 중랑구 망우로 346,23745,127.09137,37.597452
면목5동주민센터,서울특별시 중랑구 면목동 175,서울특별시 중랑구 동일로 619,1478,127.079482,37.585745
신성미소지움아파트1차,서울특별시 중랑구 면목동 1527,서울특별시 중랑구 용마산로86길 9-27,6055,127.096054,37.587366
면목본동주민센터,서울특별시 중랑구 면목동 115,서울특별시 중랑구 면목로 397,1856,127.087555,37.587356
청원다미소아파트,서울특별시 중랑구 중화동 286,서울특별시 중랑구 동일로136길 10,1687,127.0801,37.602025
경남아너스빌아파트,서울특별시 중랑구 면목동 1529,서울특별시 중랑구 답십리로75길 73,13770,127.080481,37.576875
서일타운,서울특별시 중랑구 면목동 68,서울특별시 중랑구 상봉로 7,3312,127.094364,37.586436
극동아파트,서울특별시 중랑구 묵동 379,서울특별시 중랑구 동일로 941,6446,127.076203,37.614867
중랑숲리가아파트,서울특별시 중랑구 망우동 583,서울특별시 중랑구 망우로75길 19,27884,127.104896,37.601726
중랑초등학교 공영주차장,서울특별시 중랑구 면목동 192,서울특별시 중랑구 봉우재로6길 26,4680,127.075504,37.589663
면목진로아파트,서울특별시 중랑구 면목동 1517,서울특별시 중랑구 용마산로94길 91,2403,127.101678,37.587806
중화건영아파트,서울특별시 중랑구 중화동 42,서울특별시 중랑구 동일로140길 88,1687,127.083511,37.605621
중화한신아파트,서울특별시 중랑구 중화동 450,서울특별시 중랑구 동일로 752,34500,127.082071,37.597069
정상빌딩,서울특별시 중랑구 중화동 306,서울특별시 중랑구 중랑역로 100,484,127.077789,37.60243
신도아파트(지하주차장),서울특별시 중랑구 묵동 167,서울특별시 중랑구 공릉로13길 30,9597,127.076999,37.616521
우도빌딩,서울특별시 중랑구 상봉동 129,서울특별시 중랑구 망우로 214,2223,127.076656,37.593748
신안1차아파트(지하주차장),서울특별시 중랑구 묵동 381,서울특별시 중랑구 공릉로2라길 15,15898,127.081335,37.612866
한국아파트,서울특별시 중랑구 묵동 378,서울특별시 중랑구 중랑천로 332,1389,127.073526,37.61481
먹골역,서울특별시 중랑구 묵동 189,서울특별시 중랑구 동일로,6573,127.077678,37.610965
신내4단지아파트,서울특별시 중랑구 묵동 13,서울특별시 중랑구 숙선옹주로 91,8739,127.085544,37.617267
다우훼밀리아파트,서울특별시 중랑구 신내동 796,서울특별시 중랑구 송림길 18,6571,127.09631,37.600493
신내6단지아파트,서울특별시 중랑구 신내동 650,서울특별시 중랑구 신내로19길 42,15995,127.091036,37.614102
신내7단지진로아파트(지하주차장),서울특별시 중랑구 신내동 654,서울특별시 중랑구 신내로17길 41,34124,127.093773,37.614695
신내8단지두산화성아파트(지하주차장),서울특별시 중랑구 신내동 656,서울특별시 중랑구 신내로 155,17867,127.094324,37.613858
신내9단지아파트,서울특별시 중랑구 신내동 657,서울특별시 중랑구 신내로 127,10993,127.095653,37.610866
신내11단지아파트,서울특별시 중랑구 신내동 661,서울특별시 중랑구 봉화산로 193,1995,127.094456,37.606834
성원아파트(신내2동),서울특별시 중랑구 신내동 783,서울특별시 중랑구 신내로 51,10993,127.094725,37.605976
면목역,서울특별시 중랑구 면목동 282,서울특별시 중랑구 면목로,4989,127.087249,37.589458
건영빌라트,서울특별시 중랑구 면목동 172,서울특별시 중랑구 동일로91가길 30,481,127.079105,37.584315
상봉1동주민센터,서울특별시 중랑구 상봉동 204,서울특별시 중랑구 상봉중앙로1길 6,328,127.08715,37.599811
상봉역,서울특별시 중랑구 상봉동 100,서울특별시 중랑구 망우로 297,7912,127.085437,37.596706
서울시체육회(구 : 삼미빌딩),서울특별시 중랑구 상봉동 136,서울특별시 중랑구 망우로 182,5224,127.073029,37.592677
중화문화복지센터,서울특별시 중랑구 중화동 321,서울특별시 중랑구 중랑역로3길 28,581,127.074891,37.595019
르노삼성자동차,서울특별시 중랑구 묵동 239,서울특별시 중랑구 동일로 893,813,127.077514,37.610105
동성4차아파트(모든 동의 지하),서울특별시 중랑구 신내동 591,서울특별시 중랑구 봉화산로 216,11870,127.097028,37.606888
동성3차아파트(모든 동의 지하),서울특별시 중랑구 신내동 618,서울특별시 중랑구 신내로 110,29147,127.096295,37.609798
중랑구청,서울특별시 중랑구 신내동 662,서울특별시 중랑구 봉화산로 179,5866,127.092725,37.606564
중랑구민회관,서울특별시 중랑구 면목동 378,서울특별시 중랑구 면목로 238,2179,127.085105,37.573919
신성은하수아파트(지하주차장),서울특별시 중랑구 면목동 1519,서울특별시 중랑구 중랑천로 43,12403,127.0725,37.589284
신우아파트,서울특별시 중랑구 면목동 1518,서울특별시 중랑구 동일로 569-55,6837,127.079311,37.580453
뉴한두빌라(지하주차장),서울특별시 중랑구 면목동 226,서울특별시 중랑구 면목로84길 8,470,127.087226,37.591806
면목초등학교,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,240,127.087288,37.590697
혜원여고,서울특별시 중랑구 망우동 519,서울특별시 중랑구 봉우재로58길 39,963,127.097043,37.59328
송곡여자고등학교,서울특별시 중랑구 망우동 252,서울특별시 중랑구 양원역로 67,1402,127.105145,37.606689
동서울농협,서울특별시 중랑구 상봉동 115,서울특별시 중랑구 망우로 290,511,127.084701,37.595806
KT 중랑지사,서울특별시 중랑구 면목동 180,서울특별시 중랑구 봉우재로 54,389,127.079251,37.590701
고웅산업,서울특별시 중랑구 망우동 530,서울특별시 중랑구 봉우재로70길 96,2307,127.096723,37.591365
상아빌딩,서울특별시 중랑구 망우동 410,서울특별시 중랑구 용마산로 494,835,127.100237,37.594976
그린프라자,서울특별시 중랑구 중화동 303,서울특별시 중랑구 동일로 775,545,127.079434,37.599643
이대병설미디어고,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56,1164,127.105332,37.603132
상봉터미널,서울특별시 중랑구 상봉동 83,서울특별시 중랑구 상봉로 117,7997,127.092594,37.596611
송곡고등학교,서울특별시 중랑구 망우동 239,서울특별시 중랑구 양원역로 50,1823,127.106464,37.605845
용마한신2차아파트,서울특별시 중랑구 면목동 1073,서울특별시 중랑구 사가정로71길 11,6855,127.094288,37.58099
메가박스 (구 : 뉴월드씨네마),서울특별시 중랑구 상봉동 130,서울특별시 중랑구 망우로30길 3,2760,127.074736,37.593033
한국전력공사동대문중랑지사,서울특별시 중랑구 묵동 181,서울특별시 중랑구 동일로 862,1362,127.079237,37.607444
용마한신아파트1차 상가,서울특별시 중랑구 면목동 1077,서울특별시 중랑구 사가정로71길 19,444,127.095053,37.580837
용마한신1차아파트3동,서울특별시 중랑구 면목동 1077,서울특별시 중랑구 사가정로71길 19,687,127.095053,37.580837
동부제일병원,서울특별시 중랑구 망우동 128,서울특별시 중랑구 망우로 511,644,127.109547,37.600884
동국빌딩,서울특별시 중랑구 망우동 490,서울특별시 중랑구 망우로 390,1528,127.095991,37.598325
망우본동 복합청사,서울특별시 중랑구 망우동 340,서울특별시 중랑구 망우로67길 10,2210,127.101487,37.600561
신내우디안1단지아파트(모든 동의 지하),서울특별시 중랑구 신내동 816,서울특별시 중랑구 신내역로1길 85,65720,127.106294,37.61681
주함해븐아파트,서울특별시 중랑구 망우동 582,서울특별시 중랑구 용마산로 463,1191,127.098346,37.592711
금강리빙스텔,서울특별시 중랑구 신내동 646,서울특별시 중랑구 신내로 211,4910,127.092604,37.616395
신내10단지아파트(1008동),서울특별시 중랑구 신내동 660,서울특별시 중랑구 신내로 115,2793,127.094904,37.609217
중흥초등학교,서울특별시 중랑구 중화동 119,서울특별시 중랑구 봉화산로 82,460,127.084142,37.601635
면목두산아파트 4단지 (지하주차장),서울특별시 중랑구 면목동 1522,서울특별시 중랑구 면목로35길 63,15566,127.081981,37.578599
래미안월곡 아파트,,서울특별시 성북구 오패산로 90 (하월곡동),74218,127.036953,37.609954
월곡두산위브 아파트,,서울특별시 성북구 오패산로 46 (하월곡동),134562,127.03871,37.607474
월곡두산위브아파트(임대)  월곡1동,,서울특별시 성북구 오패산로 46 (하월곡동),17899,127.03871,37.607474
월곡3에스에이치빌  월곡1동,,서울특별시 성북구 오패산로 90 (하월곡동),6924,127.036912,37.609947
한신휴(아) 지하23층주차장,,서울특별시 성북구 동소문로15길 99 (동소문동7가),20594,127.013815,37.595605
길음래미안 1차아파트,,서울특별시 성북구 길음로9길 40 (길음동),19839,127.020987,37.60585
길음래미안 2차아파트,,서울특별시 성북구 길음로 74 (길음동),16949,127.021034,37.60929
길음래미안 3차아파트,,서울특별시 성북구 길음로 16 (길음동),22499,127.023276,37.607086
길음뉴타운 대림(아) e편한세상,,서울특별시 성북구 길음로 118 (길음동),40000,127.020849,37.611324
길음뉴타운 23단지(아) 대우푸르지오,,서울특별시 성북구 길음로 119 (길음동),57698,127.016372,37.6105
길음래미안아파트 4차아파트(길음뉴타운8단지),,서울특별시 성북구 길음로 33 (길음동),38787,127.022011,37.60505
길음래미안 5차아파트(길음뉴타운9단지),,서울특별시 성북구 길음로9길 50 (길음동),23466,127.02095,37.602696
길음두산위브아파트(길음뉴타운 7단지),,서울특별시 성북구 길음로13길 22 (길음동),7912,127.019326,37.609443
꿈의숲 대명루첸아파트 지하주차장,,서울특별시 성북구 월계로36길 27 (장위동),31162,127.046329,37.621441
참누리아파트 지하주차장,,서울특별시 성북구 한천로101길 18 (장위동),17273,127.049297,37.622766
삼익아파트 지하주차장,,서울특별시 성북구 화랑로37길 42 (장위동),6627,127.057656,37.61341
유타쇼핑몰,,서울특별시 성북구 동소문로 106 (동선동1가),6046,127.017076,37.592558
길음 서희스타힐스,,서울특별시 성북구 동소문로 284 (하월곡동 길음 서희스타힐스),3941,127.027306,37.605384
정릉성원아파트,,서울특별시 성북구 정릉로21길 21 (정릉동 정릉성원아파트),9516,127.007783,37.606494
대동아파트,,서울특별시 성북구 정릉로 185-4 (정릉동 대동아파트),2070,127.005912,37.607848
정릉중앙하이츠빌 1단지아파트,,서울특별시 성북구 아리랑로19길 60 (정릉동 중앙하이츠빌1단지아파트),21253,127.010033,37.602175
정릉2차 대주피오레아파트 지하주차장,,서울특별시 성북구 아리랑로19길 86 (정릉동 정릉2차대주피오레),3787,127.00853,37.601823
푸른마을동아아파트 지하주차장,,서울특별시 성북구 서경로 31 (정릉동 푸른마을 동아아파트),21930,127.014433,37.606882
정릉푸르지오아파트,,서울특별시 성북구 보국문로 19 (정릉동 정릉푸르지오아파트),20116,127.009694,37.606756
정릉쌍용아파트,,서울특별시 성북구 북악산로 847 (정릉동 정릉쌍용아파트),9760,127.018041,37.599529
길음뉴타운10단지 라온유아파트,,서울특별시 성북구 정릉로 307 (정릉동 라온유 아파트),15527,127.017866,37.603227
정릉힐스테이트,,서울특별시 성북구 정릉로 292 (정릉동 정릉힐스테이트),21375,127.015968,37.603011
길음지하보도,,서울특별시 성북구 길음로 2 (길음동),426,127.024679,37.60435
장위1동주민센터,,서울특별시 성북구 장위로 61 (장위동),509,127.043642,37.614068
성북구청(지하1~4층),,서울특별시 성북구 보문로 168 (삼선동5가),14073,127.016848,37.589456
월곡래미안루나밸리아파트 지하주차장,,서울특별시 성북구 월곡로14길 26 (하월곡동),42984,127.042651,37.600233
석관동 래미안아파트 지하주차장,,서울특별시 성북구 화랑로 214 (석관동),36014,127.054865,37.609158
고려대학교 이과대학 하나스퀘어 지하주차장,,서울특별시 성북구 안암로 145 (안암동5가 고려대학교안암캠퍼스),18859,127.031698,37.588703
안암래미안아파트 지하주차장104동,,서울특별시 성북구 고려대로 17가길 64 (안암동1가),21007,127.023207,37.589217
정릉중앙하이츠빌 2단지아파트 지하주차장,,서울특별시 성북구 정릉로26길 8 (정릉동),29750,127.010849,37.603865
장월sh빌1단지아파트 지하주차장,,서울특별시 성북구 한천로101길 54 (장위동),9017,127.047698,37.622741
정릉우성아파트,,서울특별시 성북구 북악산로 813 (정릉동),886,127.014944,37.60114
길음동 동부센트리빌아파트,,서울특별시 성북구 숭인로2길 60 (길음동),66616,127.02362,37.608963
성북힐스테이트,,서울특별시 성북구 동소문로44길 43 (하월곡동),15340,127.030378,37.606547
동원베네스트아파트,,서울특별시 성북구 화랑로 271 (장위동),1426,127.058888,37.612173
장위우방아파트,,서울특별시 성북구 화랑로 235 (장위동),5010,127.055355,37.610542
장위초등학교,,서울특별시 성북구 장월로8가길 41 (장위동),1401,127.050006,37.611442
힐스테이트3차(아)정릉4동,,서울특별시 성북구 보국문로 116 (정릉동),29954,127.007777,37.615142
대우아파트(정릉4동),,서울특별시 성북구 보국문로30길 15 (정릉동),32563,127.00299,37.617431
신내우디안2단지 아파트 (모든 동의 지하),서울특별시 중랑구 신내동 817,서울특별시 중랑구 신내역로 165,94221,127.109755,37.616559
상봉프레미어스엠코(상봉이노시티),서울특별시 중랑구 상봉동 500,서울특별시 중랑구 망우로 353,152761,127.091624,37.598323
늘푸른동아아파트,서울특별시 중랑구 면목동 715,서울특별시 중랑구 동일로 476,19960,127.080475,37.573748
삼익아파트,서울특별시 중랑구 면목동 1516,서울특별시 중랑구 동일로 501,11072,127.079465,37.57558
면목두산6단지아파트,서울특별시 중랑구 면목동 1501,서울특별시 중랑구 답십리로77길 139,2654,127.080688,37.577561
디아뜨갤러리,서울특별시 중랑구 신내동 648,서울특별시 중랑구 신내로 225,8693,127.091382,37.616967
신도주상복합아파트,서울특별시 중랑구 묵동 169,서울특별시 중랑구 동일로 946,6727,127.076976,37.615027
동일하이빌 뉴시티,,서울특별시 성북구 종암로 167 (하월곡동),6669,127.030964,37.605015
이마트 하월곡점,,서울특별시 성북구 종암로 167 (하월곡동),33612,127.030989,37.605058
래미안라센트,,서울특별시 성북구 종암로24가길 80 (종암동),48613,127.039226,37.599315
종암 에스케이아파트,,서울특별시 성북구 종암로24가길 53 (종암동),48690,127.037963,37.60084
SK VIEW 아파트 2차,,서울특별시 성북구 종암로 24길 35 (종암동),17311,127.034639,37.601428
래미안세레니티,,서울특별시 성북구 종암로23길 35 (종암동),50966,127.02975,37.598164
우림카이저팰리스,,서울특별시 성북구 종암로 132 (종암동),15006,127.03352,37.601919
일신건영휴먼빌,,서울특별시 성북구 아리랑로 89 (돈암동),27515,127.013616,37.600769
브라운스톤아파트 지하주차장,,서울특별시 성북구 북악산로 844 (돈암동),51768,127.019323,37.597384
