좌표정보(x),좌표정보(y),비상시설위치,시설명건물명
208226.7825,470553.4604,경기도 의정부시 민락동 576번지,청구1차아파트 지하주차장
203252.1655,472679.7336,경기도 의정부시 녹양동 125번지 24호,동원1차아파트 지하주차장
202525.5941,473101.8862,경기도 의정부시 녹양동 373번지,대림아파트 지하주차장
203772.8318,470619.1091,경기도 의정부시 의정부동 494번지,센트럴타워 지하주차장
204606.3399,465357.89,경기도 의정부시 장암동 413번지,수락리버시티1단지아파트 지하주차장
204715.1829,465389.3357,경기도 의정부시 장암동 412번지,수락리버시티2단지아파트 지하주차장
205431.1188,469191.8079,경기도 의정부시 장암동 14번지 126호,삼환나우빌아파트 지하주차장
202587.83,471020.182,경기도 의정부시 가능동 224번지 191호,브라운스톤흥선아파트 지하주차장
203482.4303,473084.7014,경기도 의정부시 녹양동 411번지 1호,휴먼시아2단지아파트 지하주차장
203302.131,473287.1977,경기도 의정부시 녹양동 401번지,휴먼시아3단지아파트 지하주차장
238488.2455,420201.367,경기도 이천시 관고동 514번지,벽산블루밍 주차장
203250.7472,471886.4916,경기도 의정부시 가능동 656번지 1호,가능SK뷰아파트 지하주차장
202733.7442,471459.5395,경기도 의정부시 가능동 717번지 22호,청솔아파트 지하주차장
202066.0779,471238.3602,경기도 의정부시 가능동 568번지 1호,신도브래뉴아파트 지하주차장
202918.6207,470621.8064,경기도 의정부시 의정부동 326번지 2호,"의정부시청 회의실,창고"
203306.0561,473094.34,경기도 의정부시 녹양동 409번지,휴먼시아1단지아파트 지하주차장
203539.0626,473284.46,경기도 의정부시 녹양동 405번지,휴먼시아4단지아파트 지하주차장
203460.1837,470689.6662,경기도 의정부시 의정부동 754번지 21호,한국마사회 의정부지점 지하주차장
204290.1997,469162.0883,경기도 의정부시 호원동 424번지,한주5차아파트 지하주차장
203959.9045,468860.1055,경기도 의정부시 호원동 55번지 4호,신일유토빌아파트 지하주차장
208121.5964,471086.8156,경기도 의정부시 민락동 691번지 1호,산들마을현대아파트 지하주차장
204284.2711,469675.266,경기도 의정부시 의정부동 396번지 1호,신도2차아파트 지하주차장
204171.9994,470625.8034,경기도 의정부시 의정부동 141번지 3호,한화생명 장암지점 지하주차장
206355.5612,472279.7742,경기도 의정부시 금오동 476번지 1호,주공그린빌3단지아파트 지하주차장
204785.335,468998.2949,경기도 의정부시 장암동 37번지,대우푸르지오아파트 지하주차장
206877.5389,470290.6758,경기도 의정부시 용현동 404번지 2호,세아2차아파트 지하주차장
240763.0743,419970.0571,경기도 이천시 안흥동 469번지,안흥주공1단지아파트
239863.3549,420843.4019,경기도 이천시 증포동 485번지,KCC스위첸아파트
239966.7747,419997.3253,경기도 이천시 창전동 104번지 3호,시온성교회
240416.1146,421796.1829,경기도 이천시 증포동 479번지,한솔솔파크3차
239070.1346,421623.2948,경기도 이천시 송정동 107번지 48호,풍산아파트
205823.617,472132.3033,경기도 의정부시 금오동 469번지 4호,현대아이파크아파트 지하주차장
205457.344,471969.8913,경기도 의정부시 금오동 468번지 1호,주공그린빌1단지아파트 지하주차장
202907.7182,472287.1253,경기도 의정부시 가능동 350번지 3호,금광포란재이너스아파트 지하주차장
202759.8066,472715.5639,경기도 의정부시 녹양동 146번지 15호,청구아파트 지하주차장
204820.6677,469497.8503,경기도 의정부시 신곡동 724번지 2호,현대2차아파트 지하주차장
205347.6613,469458.0068,경기도 의정부시 신곡동 727번지 1호,한국아파트 지하주차장
205053.5759,470904.4583,경기도 의정부시 신곡동 687번지,삼부아파트 지하주차장
205221.2543,470790.5479,경기도 의정부시 신곡동 473번지 2호,성원2차아파트 지하주차장
205270.9446,470893.7316,경기도 의정부시 신곡동 482번지,신성2차아파트 지하주차장
205105.5013,470670.0962,경기도 의정부시 신곡동 754번지,주공4단지아파트 지하주차장
205421.2144,470812.4616,경기도 의정부시 신곡동 471번지,신곡건영아파트 지하주차장
217547.5155,447889.1744,경기도 하남시 덕풍동 537번지 1호,덕풍쌍용아파트
218517.0887,448346.9972,경기도 하남시 신장동 452번지 1호,동신아파트
210183.5987,472352.4551,경기도 의정부시 민락동 895번지,민락센트럴아파트 지하주차장
198785.217,476657.8513,경기도 양주시 백석읍 548번지 4호,꿈나무도서관
203120.8944,487299.0814,경기도 양주시 은현면 349번지,하패1리 복지회관
206266.1088,471654.7199,경기도 의정부시 신곡동 800번지,"경기도청 북부청사 구내식당,창고"
207292.7419,469960.777,경기도 의정부시 용현동 221번지 3호,용현현대2차아파트 지하주차장
204420.1007,469617.945,경기도 의정부시 의정부동 397번지 12호,신도3차아파트 지하주차장
205448.9661,471692.2736,경기도 의정부시 신곡동 755번지 2호,금오풍림아이원아파트 지하주차장
205597.9681,471474.3163,경기도 의정부시 신곡동 93번지 9호,신곡주공3단지아파트 지하주차장
206327.6015,470517.6365,경기도 의정부시 신곡동 169번지 20호,성원아파트 지하주차장
205396.5002,470471.7013,경기도 의정부시 신곡동 456번지,신일1차아파트 지하주차장
202797.7632,471259.0896,경기도 의정부시 가능동 846번지,꿈에그린푸르미마을 지하주차장
203075.2082,470674.6274,경기도 의정부시 의정부동 488번지,백석천제2지하공영주차장 지하주차장
240378.6404,421581.6552,경기도 이천시 증포동 213번지 5호,대우1차아파트
240252.2813,421655.0934,경기도 이천시 증포동 475번지,한솔솔파크1차
239044.3084,420084.807,경기도 이천시 창전동 152번지 22호,NC백화점
240228.0403,420298.3608,경기도 이천시 갈산동 789번지,갈산화성파크드림
241103.8808,421031.5589,경기도 이천시 갈산동 468번지 1호,우성아파트
240193.5769,420403.3297,경기도 이천시 갈산동 783번지,설봉1차푸르지오
238174.7134,421701.7702,경기도 이천시 송정동 306번지,송정동신일아파트
240165.3704,419579.3687,경기도 이천시 안흥동 307번지 7호,브라운스톤이천
239414.8214,420760.6978,경기도 이천시 송정동 445번지,송정동현진에버빌1차아파트
240097.7214,420506.3132,경기도 이천시 증포동 480번지,설봉2차푸르지오
255655.6555,422244.01,경기도 여주시 하동 122번지 8호,삼한강변아파트
204233.295,469011.775,경기도 의정부시 호원동 430번지,우성3차아파트 지하주차장
204334.7359,469398.3477,경기도 의정부시 호원동 419번지 2호,신도5차아파트 지하주차장
204272.3508,469433.9025,경기도 의정부시 호원동 419번지,현대아파트 지하주차장
205360.7123,469287.7255,경기도 의정부시 장암동 17번지 32호,주공7단지아파트 지하주차장
198243.0929,427187.4029,경기도 의왕시 왕곡동 592번지,인스빌1단지아파트 공동주차장
243587.628,417519.937,경기도 이천시 부발읍 1244번지,현대성우오스타1단지
255813.1064,402494.3163,경기도 이천시 장호원읍 194번지 2호,기산아파트
242822.4335,417325.6358,경기도 이천시 부발읍 559번지 3호,청구아파트
238362.7984,420322.3116,경기도 이천시 관고동 194번지,"두산아파트 지하 1,2,3층"
243004.7037,420333.7864,경기도 이천시 부발읍 544번지,부발읍휴먼시아
245684.5617,415407.7015,경기도 이천시 부발읍 97번지 11호,이화2차아파트
243708.7974,417485.2678,경기도 이천시 부발읍 1245번지,현대성우오스타2단지
243708.9376,416560.7408,경기도 이천시 부발읍 1246번지,현대성우오스타3단지
243742.2917,416443.1863,경기도 이천시 부발읍 1247번지,현대성우오스타4단지
236467.8768,421728.7646,경기도 이천시 사음동 748번지,현진에버빌 지하
249207.1802,411111.2521,경기도 여주시 가남읍 118번지,세광리치타운아파트
256708.3679,421872.9291,경기도 여주시 상동 201번지 29호,여주교육지원청
255748.2823,422244.7516,경기도 여주시 하동 123번지,하동 현대아파트
207170.3366,471863.4848,경기도 의정부시 용현동 547번지 3호,송산주공1단지아파트 지하주차장
203923.6542,472238.4999,경기도 의정부시 가능동 15번지 552호,가재울일신건영휴먼빌아파트 지하주차장
204248.2454,471300.9503,경기도 의정부시 의정부동 220번지 110호,한라비발디루트아파트 지하주차장
206453.7623,473007.6735,경기도 의정부시 금오동 78번지,파스텔아파트 지하주차장
203896.0218,470661.2505,경기도 의정부시 의정부동 495번지,의정부역 지하상가 지하주차장
203515.4033,470409.2819,경기도 의정부시 의정부동 510번지,"경기도일자리재단 기계실,에어로빅실"
203377.2763,469743.5195,경기도 의정부시 의정부동 288번지 동화아파트,동화아파트 지하주차장
206620.9508,472097.4515,경기도 의정부시 신곡동 767번지 2호,상록아이파크아파트 지하주차장
205858.6689,471802.6555,경기도 의정부시 신곡동 758번지 1호,드림밸리아파트 지하주차장
207449.9553,470103.2947,경기도 의정부시 용현동 39번지 53호,금용아파트 지하주차장
254798.7718,420849.7191,경기도 여주시 월송동 127번지 9호,한성아파트
205830.6928,423634.0881,경기도 용인시 수지구 성복동 723번지,성복동 벽산아파트 제5주차장
205562.9352,424072.5655,경기도 용인시 수지구 성복동 759번지,성복동 힐스테이트 2차 지하주차장
209304.0804,425953.5367,경기도 용인시 수지구 죽전동 832번지 1호,벽산타운2단지 지하주차장
209690.2046,425581.3611,경기도 용인시 수지구 죽전동 883번지 1호,죽전아이뷰아파트 지하주차장
207727.9685,426045.211,경기도 용인시 수지구 동천동 935번지,"래미안이스트팰리스1단지 1101,4동 앞 지하주차장"
207491.7511,425967.7466,경기도 용인시 수지구 동천동 923번지,래미안이스트팰리스4단지 1401동 앞 지하주차장
256776.7575,420369.085,경기도 여주시 홍문동 353번지,동원아파트
258508.736,421052,경기도 여주시 연양동 348번지 4호,영진리버빌아파트
256139.7475,419347.0066,경기도 여주시 교동 81번지 2호,호반리젠시빌아파트
256054.6478,420046.2808,경기도 여주시 교동 127번지,예일세띠앙아파트
256549.6646,418230.702,경기도 여주시 점봉동 430번지 6호,부영아파트
257799.4007,416186.8634,경기도 여주시 멱곡동 376번지 8호,정광휴레나아파트
256962.9001,422855.9848,경기도 여주시 오학동 401번지,성일우리미아파트
202978.4926,472604.8725,경기도 의정부시 녹양동 355번지,녹양힐스테이트아파트 지하주차장
203838.863,469891.239,경기도 의정부시 의정부동 587번지,KT의정부지사 지하주차장
205328.0538,469110.2434,경기도 의정부시 장암동 14번지 27호,우성아파트 지하주차장
257610.3025,422342.4397,경기도 여주시 천송동 563번지 6호,여주일성남한강콘도
206565.2567,472827.2854,경기도 의정부시 금오동 67번지 1호,거성아파트 지하주차장
203880.0959,469308.4384,경기도 의정부시 호원동 10번지 3호,한신2차아파트 지하주차장
204831.9059,470972.1277,경기도 의정부시 신곡동 682번지,동신아파트 지하주차장
205282.4656,471310.5087,경기도 의정부시 신곡동 685번지,신성벽산아파트 지하주차장
257108.7157,422597.9016,경기도 여주시 오학동 361번지,신도브래뉴아파트
256240.0632,421904.5865,경기도 여주시 창동 68번지,중앙프라자
248170.1939,412872.8177,경기도 여주시 가남읍 268번지 9호,굿모닝타워아파트
